NV_PN,JEDEC_TYPE,DESCRIPTION,COSTS,MPN,MANUFACTURER,COMPLIANCE,LEAD_TIME,SOURCE_EXPANSION,PACK_TYPE,TEMP_RANGE
130-0586-000,IND_NONRKO_SMD_045X040_C,IND AUTOMOTIVE SMD_4_5X4 Ferrite 100.0uH 10.0% 0.4A 2.0ohm,0.08,SCD0403T-101K-AUDF~VERA,Chilisin,P8E10,49,AUTOMOTIVE,SMD_4_5X4,-40degC..125degC
130-0736-000,IND_NONRKO_SMD_082X082,IND AUTOMOTIVE SMD_082X082 METAL 1.0uH 20.0% 13.7A 8.35mohm 100 1.8MHz 50.0MHz 0.0decibel,0.30,IHLP3232CZER1R0MA1,Vishay,P8E0-A-1,60,AUTOMOTIVE,SMD_082X082,-55.15degC..125.05degC
115-2226-000,XSOP08_P065_030X044,IC LOGIC Buffer - Clock 1:4 830154AGI-08LFT TSSOP08,1.90,830154AGI-08LFT,IDT,P8E0-A-2,49,CCM,TSSOP08,-40.15degC..84.85degC
195-0608-000,0402,RES SCD 0402 5.1M 5% 1/16W,0.00022,Multi(10),Multi(10),P8E1-7cI-A-2,42,SCD,0402,-55degC..155degC
131-0349-000,IND_NONRKO_SMD_106X102,IND SMD 0.39uH 20% 60A 1.155 mOHM dcR MAX SHIELDED 11.5X10X4.00mm,0.126,MMD-10DZ-R39M-M1-RT,Mag Layers,P8E0-A-2,35,CCM,SMD_420X400,-55degC..150degC
065-0593-000,CON_MISC_003_TH_ST_P025_OPTO,Connector (TH Non High Temp) SPDIF OPTICAL TRANSMITTER FEMALE 5 POS VERT BLACK,0.45,2OJ-DLT11B0A-T,Singatron,P8E10,63,CCM,5PIN_TH,CON_MISC_003_TH_ST_P025_OPTO
032-0406-000,0603,CAP AUTOMOTIVE C0G 0603 8.0pF +/-0.5pF 100.0V,[ ],GCM1885C2A8R0DA16D,Murata,P8E10,60,AUTOMOTIVE,0603,-55degC..125degC
115-0832-000,BGA_0575_P080_191X210,IC INTEGRATED 48-LANE 5-PORT PCI EXPRESS GEN 3 SWITCH FBGA-575 w/out HEAT SPREADER,16.00,PEX8747-BA80BFBC G,PLX,P8E8,180,CCM,FBGA575,[ ]..[ ]
195-1900-000,0201,RES AUTOMOTIVE 0201 100.0kohm 1.0% 0.05W,[ ],ERJ1GNF1003C,Panasonic Electronic Devices,P8E1-7cI-A-2,30,AUTOMOTIVE,0201,-55degC..125degC
300-0519-000,DFET_SMD_DPAK_VIAS,XSTR PWR MOSFET SINGLE N-CH 30V 41A 12mOHM MAX @ 4.5V DPAK,0.1037,NTD4909NT4G,ON SEMI,P8E1-7a-A-1,70,CCM,DPAK_VIAS_1G1D1S,-55degC..175degC
131-0733-000,IND_NONRKO_SMD_106X102,IND SMD 0.33uH 20% 30A 0.89mOHM dcR MAX 11.5X10.3X4.0mm MAX,0.128,MMD-10DZNR33M-M1-RU,Mag Layers,P8E0-A-2,42,CCM,SMD_420X400,-55degC..150degC
100-0112-000,IND_SMD_0402,FER BEAD 0402 180 OHM @ 100MHz 0.4 OHM dcR MAX 400mA,0.0038,SBY100505N-181Y-N,Chilisin,P8E0-A-2,42,CCM,BEAD_0402,[ ]..[ ]
195-1280-000,0603,RES SCD 0603 7.5 5% 1/10W,0.00033,Multi(10),Multi(10),P7,42,SCD,0603,-55degC..155degC
316-0457-000,QFN016Q_P065_0047_T022X022_B,BATTERY CHARGER QFN16 Multi Chemistry 4.5V 28.0V 2.1A 0.15V 105.0mA RT9538 Switching Mode Battery Charger,[ ],RT9538GQW,Richtek,P8E10,999,CCM,QFN16,-40.15degC..84.85degC
151-10001-0373-073,BRKT_LP_1TAB_1_DVI_2_HDMI_DP_B,BRACKET LP 1TAB DVI (1.737) DP (.510) STAMPED TEXT 1 (SOUTH) 2 (NORTH),0.13,BLB-01218-00,KuangYing,P8E8,35,CCM,LP_1X_NO,Parameter N/A
095-0026-200,HSA_GPU_TM373_T_AL_1,"FANSINK ORCA RACER EMBEDDED THERMAL SOLUTION MOUNTING HOLE DISTANCE 44.47X44.47MM, S/V IMPROVED",3.69,FHSA6013B-1771,Delta,P8E10,49,PACHINKO,4PIN,0
035-0040-000,0603,CAP SCD C0G 0603 100pF 50V 5%,0.00084,Multi(12),Multi(12),P7,56,SCD,0603,-55degC..125degC
115-0318-000,SC70_5,IC SINGLE SCHMITT-TRIGGER BUFFER SN74LVC1G17 SC-70,0.0294,SN74LVC1G17DCKR,TI,P7,42,CCM,SC70_BUFF,[ ]..[ ]
131-0096-000,IND_NONRKO_SMD_076X076,IND PWR 1.2uH 20% 20A 12mOHM dcR MAX SMD,0.18,PCMC063T-1R2MN,Cyntec,P8E0-A-2,56,CCM,7_6X7_6,-55degC..125degC
130-0470-000,MULTI_IND_SMD_132X129,IND SMD_13X13 Ferrite 22.0uH 20.0% 4.2A 32.0mohm,0.45,B82477R4223M100,Epcos,P8E8,63,CCM,SMD_13X13,-40degC..150degC
106-0004-000,1812,FUSE RESETTABLE PTC 15V 500mA HOLD 1A TRIP 1812,0.07,1812L050,Littelfuse,P8E2-A-2,60,CCM,0.1ohm..1ohm,-40degC..85degC
195-3590-000,0402,RES AUTOMOTIVE 0402 18.7kohm 1% 62.5mW,0,TFA0402R1872F-T10,Thin Film,P8E1-7cI-A-2,999,AUTOMOTIVE,0402,-55degC..155degC
080-1223-000,CON_SIM_006_SMD_RA_P011_154X164,Interconnect (SMD) CONN SMD MICRO SIM Bar-Push with Tray FEMALE,0.586,504536-0691,Molex-Japan,P8E0-A-1,60,CCM,SIM_18PIN,CON_SIM_006_SMD_RA_P011_154X164
115-2349-000,QFN030R_P040_0045X0025_T032X012,IC INTERFACE USB Peripheral TQFN30 PI3EQX1002BZLEX,0,PI3EQX1002BZLEX,Pericom,P8E10,999,CCM,TQFN30,-3.1degC..69.85degC
315-0217-000,SC70_5,VREG LINEAR sc705 Fixed 1.05V 2.0%,0.0285,GS7117S5-105-R,Green Solution Tech,P8E0-A-3,56,CCM,SC705,-40degC..125degC
092-0024-000,LED_SMD_0805_ST,LED ORANGE 25mA 0805,0.03,SML-210DT,Rohm,P7,70,CCM,0805,-30degC..85degC
195-1551-000,0603,RES PACHINKO 0603 40.2 1% 1/10W,0.0011,RK73H1JTTD40R2F~VERA,KOA Speer,P8E1-7cI-A-2,84,PACHINKO,0603,-55degC..155degC
032-0640-000,0201,CAP C0G 0201 0.20pF +/-0.1pF 100.0V,0.003,GRM0335C2AR20BA01D,Murata,P8E0-B-2,119,UNRESTRICTED,0201,-55degC..125degC
195-0700-000,0603,RES SCD 0603 12.4K 1% 1/10W,0.0005,Multi(10),Multi(10),P8E1-7cI-A-2,42,SCD,0603,-55degC..155degC
195-2423-000,0201,RES SCD 0201 3.32K 1% 1/20W,0.0025,Multi(7),Multi(7),P8E1-7cI-A-2,42,SCD,0201,-55degC..125degC
115-0673-000,QFP064Q_P050_0130,IC 1-Mbit ENHANCED FLASH MICROCONTROLLERS WITH 10-bit A/D AND NANO WATT TECHNOLOGY TQFP-64,4.54,PIC18LF6722T-I/PT,Microchip,P7,90,CCM,64_TQFP64,[ ]..[ ]
195-0980-000,0603,RES SCD 0603 47.5K 1% 1/10W,0.0008,Multi(10),Multi(10),P8E1-7cI-A-2,42,SCD,0603,-55degC..155degC
195-3059-000,0402,RES SERVER 0402 309R 1% 1/16W,0.00076,Multi(4),Multi(4),P8E1-7cI-C-1,49,UNRESTRICTED,0402,-55degC..155degC
086-0219-000,OSC_06_SMD_032X050,OSC LVDS_SMD 100.000MHz 50.0ppm 2.97V 3.63V 0.0pF SIT9002AI-233N33DQ100.00000Y,2.89,SIT9002AI-233N33DQ100.00000Y,SiTime,P8E0-A-2,49,CCM,LVDS_SMD,-40.15degC..84.85degC
039-0029-000,0402,CAP SCD X5R 0402 2.2nF 25V 10%,0.00045,Multi(11),Multi(11),P8E0-B-2,42,SCD,0402,-55degC..85degC
085-0149-000,XTAL_SMD_4_060X035,XTAL PACHINKO SMD 14.318180MHz 10_20_3PPM 20pF FUNDAMENTAL 6.2X3.7X1.1mm MAX,0.21,H0043-X-056-3~VERA,Taitien,P8E0-A-2,42,PACHINKO,SMD_60X35,-40degC..85degC
035-0287-000,0201,CAP C0G 0201 47pF 50V 5%,[ ],Multi(5),Multi(5),P8E0-A-3,999,UNRESTRICTED,0201,-55degC..125degC
080-1313-000,CON_MISC_008_SMT_RA_M_P025_WTB,AUTOMOTIVE Interconnect (SMD) CONN SMD BOARD TO WIRE MALE RA 8 POS 2.54mm PITCH,0.6,IMSA-9956B-08Y900,IRISO,P8E10,70,AUTOMOTIVE,MNT2,CON_MISC_008_SMT_RA_M_P025_WTB
300-0931-000,SOT23,N-CH MOSFET SOT23_1G1D1S 0.2A 20.0V 0.32W T2N7002AK,[ ],T2N7002AK,Toshiba Semi & Storage,P8E0-A-1,999,CCM,SOT23_1G1D1S,-50.15degC..150.05degC
215-0149-000,0805,RES 0805 CURRENT SENSE 10mOHM 1% 75PPM 0.125W,0.1595,WSL0805R0100FEA,Vishay,P8E8,60,CCM,0805,[ ]..[ ]
115-0967-000,DFN08_P050_020X010,IC SINGLE D-TYPE FLIP-FLOP WITH SET AND RESET POSITIVE EDGE TRIGGER XSON-8,0.064,74LVC1G74GT,NXP,P8E0-B-1,91,CCM,DFN08,[ ]..[ ]
195-0857-000,0603,RES SCD 0603 26.7 1% 1/10W,0.00072,Multi(10),Multi(10),P8E1-7cI-A-2,42,SCD,0603,-55degC..155degC
039-0204-000,0201,CAP X5R 0201 0.033uF 6.3V 10%,0.0023,Multi(4),Multi(4),P8E8,45,CCM,0201,-55degC..85degC
195-0644-000,0402,RES SCD 0402 9.1 5% 1/16W,0.00022,Multi(10),Multi(10),P7,49,SCD,0402,-55degC..155degC
315-0541-000,SOT23_5,VREG LOW INPUT VOLTAGE LINEAR ADJ 0.5V~5V 150mA TSOT23-5,0.22,MP2000DJ-ADJ-LF-Z,Monolithic,P7,111,CCM,SOT23-5,-40degC..85degC
170-0348-000,BGA_0153_P050_115X130,"IC FLASH 19.23ns FBGA153 H28U78222MMR , 64GB",0,H28U78222MMR,SK Hynix,P8E0-A-1,180,CCM,19.23ns,-25.15degC..84.85degC
130-0421-000,IND_SMD_0402,IND 0402 330nH +/-10% 390mA MAX 56mOHM dcR MAX,0.0529,LQW15CNR33K10D,Murata,P8E0-B-2,60,CCM,0402,-55degC..125degC
195-2597-000,0201,RES SCD 0201 768 1% 1/20W,[ ],Multi(7),Multi(7),P8E1-7cI-A-2,42,SCD,0201,-55degC..125degC
195-0287-000,0402,RES SCD 0402 39.2 1% 1/16W,0.0012,Multi(10),Multi(10),P7,42,SCD,0402,-55degC..155degC
195-3531-000,0402,RES AUTOMOTIVE 0402 2.2kohm 5% 62.5mW,0.00089,TFA0402R2201J-T10,Thin Film,P8E1-7cI-A-2,56,AUTOMOTIVE,0402,-55degC..155degC
315-1042-000,QFN016Q_P050_0030_T017X017,VREG AUTOMOTIVE QFN16_PAD Monitor 0V 3.3V MAX20480ATEA/VY+,0.96,MAX20480ATEA/VY+,Maxim,P8E10,168,AUTOMOTIVE,QFN16_A,-40degC..125degC
195-1793-000,0402,RES AUTOMOTIVE 0402 68.0kohm 5.0% 62.5mW,0.00059,MCR01MZPJ683,Rohm,P8E10,56,AUTOMOTIVE,0402,-55degC..125degC
195-0555-000,0402,RES SCD 0402 270 5% 1/16W,0.00022,Multi(10),Multi(10),P8E1-7cI-A-2,42,SCD,0402,-55degC..155degC
042-0050-000,CAP_TH_D063P025,CAP OSCON 820uF 20% 2.5V 5A 6.3X8.0mm,0.18469,APSE2R5ETD821MF08S,Nippon Chemi-Con,P8E0-B-2,85,CCM,TH_D63P25,-55degC..105degC
115-1223-000,BGA_0024_P050_030X030,IC INTERFACE I/OExpander BGA25 TCA6416APWR,0.49,TCA6416AZQSR,TI,P8E10,60,CCM,BGA24,-40.15degC..84.85degC
074-0181-000,CON_TFM_002X007_SMT_RA_M_P013,Header (SMT High Temp) 2X7 RA MALE 1.27MM PITCH WITH 4 TABS,1.2,TFM-107-02-L-DH-TR,Samtec,P8E0-A-2,42,CCM,TABS_4,N/A
195-3157-000,0402,RES SERVER 0402 3.24K 1% 1/16W,0.00071,Multi(4),Multi(4),P8E1-7cI-C-1,77,UNRESTRICTED,0402,-55degC..155degC
195-2469-000,0201,RES SCD 0201 41.2K 1% 1/20W,0.0009,Multi(7),Multi(7),P8E1-7cI-A-2,42,SCD,0201,-55degC..125degC
315-1047-000,QFN020Q_P050_0040X0040_T029X029_VIAS,VREG AUTOMOTIVE QFN20 Switch 3V 12V MAX20087ATPC/V+ ASIL B/D 4 CHANNELS,0,MAX20087ATPC/VY+,Maxim,P8E10,999,AUTOMOTIVE,QFN20,-40degC..125degC
075-0188-000,CON_HDR_002X006_TH_RA_M_P025,HDR THRU KL30 MALE RA 12 POS 2.54mm PITCH,N/A,0-1823845-1,Tyco,P8E10,60,CCM,KL30,N/A
195-2099-000,0201,RES SCD 0201 3.6M 5% 1/20W,[ ],Multi(7),Multi(7),P8E1-7cI-A-2,42,SCD,0201,-55degC..125degC
090-0305-000,DIODE_SMD_SOD323,ZENER SOD323 MM3Z22VT1G 0.9V 0.3W,0,MM3Z22VT1G,ON SEMI,P8E0-A-1,999,CCM,SOD323,-65degC..150degC
215-0055-000,RES_04_SMD_100X066,RES 10.1X6.0mm CURRENT SENSE 0.5mOHM 1% 50PPM 3W,0.51,BVR-Z-R0005-1.0,ISOTEK,P8E0-A-2,42,CCM,RSENSE_4PIN,[ ]..[ ]
300-1044-000,SOT23,N-CH MOSFET AUTOMOTIVE SOT23_1G1D1S 0.300A 30.0V 0.83W 2N7002,0.014,"2N7002,215",NXP,P8E0-B-1,91,AUTOMOTIVE,SOT23_1G1D1S,-65.15degC..150.05degC
032-0354-000,1206,CAP X7R 1206 22.0uF +/-20.0% 6.3V,0.065,GRM31CR70J226ME19L,Murata,P8E10,60,CCM,1206,-55degC..125degC
036-0014-000,0402,CAP SCD X7R 0402 .1uF 16V 10%,0.00032,Multi(10),Multi(10),P7,42,SCD,0402,-55degC..125degC
195-1785-000,0402,RES 0402 2.0kohm 1.0% 62.5mW Pachinko,0.001,RK73H1ETTP2001F,KOA Speer,P8E2,42,PACHINKO,0402,-55degC..155degC
101-0075-000,DFN16_P050_040X016_TI130X018,FILTER SMD LOW PASS ESD PROTECTION 150MHz 18 OHM dcR SLP-16 8 Line Uni-Directional 6V 45pF,0.23,ECLAMP2398P.TCT,Semtech,P8E0-A-2,84,CCM,DFN16,-40degC..85degC
032-0466-000,0805,CAP X5R 0805LP 10.0uF +/-10.0% 16.0V,[ ],GRM219R61C106KA73D,Murata,P8E0-B-2,60,CCM,0805LP,-55degC..85degC
316-0456-000,QFN032Q_P050_0050_T021X021,VREG CONTROLLER/DRIVER AUTOMOTIVE QFN32 Buck 2Ph/1Ph 2.2MHz 0.5V 1.5875V 2.0% MAX16989ATJE/V+,0.62,MAX16989ATJE/V+,Maxim,P8E10,133,AUTOMOTIVE,QFN32,-40.15degC..125.05degC
092-0002-000,LED_SMD_0805_ST,LED GREEN 25mA 0805,0.0292,SML-210MT,Rohm,P8E8,84,CCM,0805,-30degC..85degC
195-2471-000,0201,RES SCD 0201 42.2 1% 1/20W,0.0013,Multi(7),Multi(7),P8E1-7cI-A-2,42,SCD,0201,-55degC..125degC
195-1784-000,0402,RES 0402 3.83kohm 1.0% 62.5mW Pachinko,0.001,RK73H1ETTP3831F,KOA Speer,P8E1-7cI-A-2,42,PACHINKO,0402,-55degC..155degC
195-3034-000,0402,RES SERVER 0402 169R 1% 1/16W,[ ],Multi(4),Multi(4),P8E1-7cI-C-1,999,UNRESTRICTED,0402,-55degC..155degC
195-2269-000,0201,RES SCD 0201 15.8K 1% 1/20W,[ ],Multi(7),Multi(7),P8E1-7cI-A-2,42,SCD,0201,-55degC..125degC
092-0051-000,LED2X2_SMD_027X032_ST,OPTO LED SMD DUAL RED/GREEN 3.2mmX2.7mmX1.2mm,0.312,SM1210BC,Bivar,P7,57,CCM,1210,-25degC..85degC
315-0488-000,SO08_048X038_T030X026,VREG ULTRA LOW DROPOUT LINEAR 1.2V-5.5V 2A SOP-8P,0.075,APL5920KAI-TRG,Anpec,P8E0-A-2,70,CCM,SOP8,-40degC..85degC
115-1234-000,XSOP24_P065_079X045,IC LOW VOLTAGE 8-CHANNEL I2C SWITCH WITH RESET TSSOP-24,1.35,TCA9548APWR,TI,P8E10,60,CCM,TSSOP24,[ ]..[ ]
195-2957-000,0402,RES AUTOMOTIVE 0402 549.0 ohm 1.0 % 62.5 mW,0.00104,TFA0402R5490F-T10,Thin Film,P8E1-7cI-A-2,63,AUTOMOTIVE,0402,-55.15degC..155.05degC
090-0175-000,SOT23,DIODE SOT23 1Pair - Common Anode 1.0V 200.0mA BAS70A,0.0093,BAS70A,Pan Jit,P8E0-A-3,63,CCM,SOT23,-55degC..150degC
300-0329-000,SOT23,XSTR MOSFET SGL N-CH 20V 6.5A 22mOHM MAX @ 4.5V SOT-23,0.03289,AO3416L,Alpha and Omega,P8E0-A-2,84,CCM,SOT23_1G1D1S,-55degC..150degC
195-2992-000,0402,RES AUTOMOTIVE 0402 95.3kohm 1% 62.5mW,0.00091,MCR01MZPF9532,Rohm,P8E1-7cI-A-2,119,AUTOMOTIVE,0402,-55degC..155degC
036-0041-000,0603,CAP SCD X7R 0603 1nF 25V 10%,0.00074,Multi(11),Multi(11),P8E0-B-2,42,SCD,0603,-55degC..125degC
131-0824-000,IND_SMD_3225,IND SMD 1.0uH 20% 62mOHM dcR MAX 3.1A 3.4X2.7X1.0mm MAX,0.065,1276AS-H-1R0MP2,Toko,P8E8,60,CCM,3225,-40degC..85degC
115-2000-000,QFN016Q_P080_0050_T031X031_VIAS,IC GENERAL Transceiver - RS-232 TQFN16 MAX13236EETE+,0.79,MAX13236EETE+,Maxim,P8E10,70,CCM,TQFN16,-40.15degC..84.85degC
195-1545-000,0603,RES PACHINKO 0603 620 5% 1/10W,0.001,RK73B1JTTD621J~VERB,KOA Speer,P8E1-7cI-A-2,84,PACHINKO,0603,-55degC..155degC
090-0281-000,DIODE_SMD_SOD123,ZENER AUTOMOTIVE SOD123 MMSZ4679T1G 0.9V 0.5W,0.0173,MMSZ4679T1G,ON SEMI,P8E0-A-1,45,AUTOMOTIVE,SOD123,-55degC..150degC
315-0630-000,QFN024Q_P050_0045_T027X027,VREG MULTI-PHASE PWM CONTROLLER FOR GPU CORE POWER SUPPLY 4.5V TO 13.2V 4mA WQFN-24 4X4mm,0.29,RT8809BGQW,Richtek,P8E8,84,CCM,QFN24,-40degC..125degC
195-1188-000,0603,RES SCD 0603 2M 5% 1/10W,0.0004,Multi(10),Multi(10),P7,42,SCD,0603,-55degC..155degC
090-0343-000,DIODE_SMD_SOD523_B,ZENER SOD523 BZT52C3V3T 0.9V 0.3W,0,BZT52C3V3T-7,Diodes,P8E0-A-2,999,CCM,SOD523,-65degC..150degC
080-1240-000,CON_MINIDP_020_SMT_RA_F_118X092,Connector (Edge) CONN SMD MINI DISPLAYPORT HIGH RISE SPRING TYPE FEMALE RA 20 POS,0.299,G3167CE04-012-H,Wieson America,P8E8,56,CCM,NORM,Released
195-0949-000,0603,RES SCD 0603 4.12K 1% 1/10W,0.0008,Multi(10),Multi(10),P7,42,SCD,0603,-55degC..155degC
032-0661-000,0603,CAP X6S 0603 1.0uF +/-20.0% 6.3V,0.0045,C1608X6S0J105M080AC,TDK,P8E0-A-2,84,CCM,0603,-55degC..105degC
220-0063-000,SKT_XSOP_44_P127_SMD,SOCKET PACHINKO SMD IC VERT SOP-44 1.27mm PITCH BLACK,5,SOC01-044-1E2-1N~VERA,KEL,P7,85,PACHINKO,SMD_44,5
115-1659-000,BGA_0192_P040_077X049,IC RF Transceiver- Bluetooth+WLAN+FM BGA192 CYW4354XKUBGT 2.4GHz_5GHz WLAN_BT4.0_FMRX,4.36,CYW4354XKUBGT,Cypress,P8E8,112,CCM,BGA192,-30degC..85degC
085-0157-000,XTAL_SMD_2_032X052,XTAL AUTOMOTIVE SMD 25.000MHz 15_30_10PPM 8pF FUNDAMENTAL 5.2X3.4X1.5mm MAX,0.137,EXS00A-CG02737~VERB,NDK,P8E1-7cI-A-2,84,AUTOMOTIVE,SMD_52X32,-40degC..85degC
080-1375-000,CON_MISC_005_SMD_RA_M_P012_WTB,CONN SMD WIRE TO BOARD MALE RA 5-POS 1.2mm PITCH,0.128,50269-00501-001,Aces Electronic,P8E0-A-2,56,CCM,SMD,CON_MISC_005_SMD_RA_M_P012_WTB
195-3196-000,0402,RES SERVER 0402 8.25K 1% 1/16W,0.00077,Multi(4),Multi(4),P8E1-7cI-C-1,56,UNRESTRICTED,0402,-55degC..155degC
080-0634-000,CON_HDR_002X007_SMT_ST_M_P020_SHR,HDR SMD MGRID SHROUDED DUAL ROW WITH CAP MALE VERT 14 POS 2.0mm PITCH,0.606,87832-5623,Molex-Japan,P8E10,60,CCM,KEY14_JTAG_XILINX,N/A
080-1387-000,CON_MISC_080_SMD_ST_M_P005_BTB_D,CONN SMD BOARD TO BOARD MALE VERT 80 POS 0.5mm PITCH,0,55560-0807,Molex-Japan,P8E0-A-1,999,CCM,SMD80,CON_MISC_080_SMD_ST_M_P005_BTB_D
195-0935-000,0603,RES SCD 0603 38.3K 1% 1/10W,0.00072,Multi(10),Multi(10),P7,42,SCD,0603,-55degC..155degC
102-0060-000,FILTER_004_SMD_006X005_B,FILTER CM SMDB_006X005 7.5ohm ferrite 20% 1.95ohm NFP0QHB542HS2D,0,[ ],[ ],P8E10,999,CCM,SMDB_006X005,-40degC..85degC
161-0047-900,BGA_0096_P080_155X100,IC SDRAM DDR3 256Mx16 1000.0MHz 1.5V FBGA-96 MICRON 4Gb,[ ],MT41J256M16HA-093G:E,Micron,P8E8,180,CCM,1GHz,0degC..95degC
195-0226-000,0402,RES SCD 0402 287K 1% 1/16W,0.0006,Multi(10),Multi(10),P7,42,SCD,0402,-55degC..155degC
195-3271-000,0402,RES SERVER 0402 49.9K 1% 1/16W,0.00112,Multi(4),Multi(4),P8E1-7cI-C-1,70,UNRESTRICTED,0402,-55degC..155degC
130-1115-000,IND_SMD_2520_G,IND PACHINKO 2520 ferrite 1uH 20% 3.5A 57mohm -1 -1KHz -1MHz,0.148,SPS252012E1R0MF-39,Superworld,P8E0-A-2,63,PACHINKO,2520,-55degC..125degC
195-2596-000,0201,RES SCD 0201 76.8 1% 1/20W,[ ],Multi(7),Multi(7),P8E1-7cI-A-2,42,SCD,0201,-55degC..125degC
080-0503-000,CON_MISC_020_SMT_ST_M_P004_BTB,HDR SMD NARROW PITCH FOR BOARD-TO-BOARD AND BOARD-TO-FPC MALE VERT 20 POS 0.4mm PITCH,0.11,AXK820145WG,Panasonic Electric Works,P8E0-A-2,70,CCM,SMD_20,CON_MISC_020_SMT_ST_M_P004_BTB
195-3237-000,0402,RES SERVER 0402 22.1K 1% 1/16W,0.00076,Multi(4),Multi(4),P8E1-7cI-C-1,56,UNRESTRICTED,0402,-55degC..155degC
195-2189-000,0201,RES SCD 0201 10.7K 1% 1/20W,0.0025,Multi(7),Multi(7),P8E1-7cI-A-2,42,SCD,0201,-55degC..125degC
036-0127-000,0402,CAP PACHINKO X7R 0402 6800pF 16V 10%,0.00046,0402B682K160CT~VERD,Walsin,P8E0-A-2,56,PACHINKO,0402,-55degC..125degC
075-0230-000,CON_HDR_001X003_TH_ST_M_P025_SHR,HDR THRU 1X3 MALE VERT 2.54mm PITCH,0.18,70543-0002,Molex-Japan,P8E10,60,CCM,NORM,N/A
195-3487-000,0402,RES PACHINKO 0402 383kohm 1% 100mW,0.00105,RK73H1ETTP3833F,KOA Speer,P8E1-7cI-A-2,56,PACHINKO,0402,-55degC..155degC
115-2333-000,XSOP16_P065_050X044,IC GENERAL Switch - Analog TSSOP16 DG409 Dual 4-Ch Analog Multiplexer,0.83,DG409EUE+,Maxim,P8E0-A-2,70,CCM,TSSOP16,-40.15degC..84.85degC
130-0698-000,0201,IND AUTOMOTIVE 0201 12.0nH 3.0% 250.0mA 0.7ohm 12 500MHz 2900.0MHz,0.0078,LQP03TN12NHZ2D,Murata,P8E0-B-2,60,AUTOMOTIVE,0201,-55.15degC..125.05degC
131-0434-000,IND_NONRKO_TH_115X115_B,IND THRU 0.47uH 20% 35A 0.76mOHM dcR 11.7X11.7X10.0mm MAX,0.086,LD-47BM01001,TRIO,P8E0-A-1,71,CCM,TH,-40degC..125degC
195-3002-000,0402,RES SERVER 0402 15R 1% 1/16W,[ ],Multi(4),Multi(4),P8E1-7cI-C-1,999,UNRESTRICTED,0402,-55degC..155degC
195-0768-000,0603,RES SCD 0603 174 1% 1/10W,0.0011,Multi(10),Multi(10),P7,42,SCD,0603,-55degC..155degC
170-0256-000,SO08_048X038,"IC SERIAL FLASH AUTOMOTIVE 108.0MHz SO8 N25Q032A13ESCA0F Micron 4M byte, 3.3V Multiple IO serial flash",[ ],N25Q032A13ESCA0F,Micron,P8E10,180,AUTOMOTIVE,108MHz,-40.15degC..125.05degC
161-0302-900,BGA_0170_P080_140X120,"IC SDRAM GDDR5 FBGA170_12MMX14MM MT51J256M32HF-80:B 2GHz , 8Gb, 8Gb/s",0,MT51J256M32HF-80:B,Micron,P8E0-B-1,180,CCM,2GHz,0degC..95degC
280-0073-000,SMD_BUTTON_CONTACT_PAD_0650D,SWITCH SMD SPST NON-PHYSICAL PART HALF MOON1 BUTTON CONTACT PAD,N/A,[ ],[ ],Compliance Unknown,45,NON_PHYSICAL,SMD_2,Parameter N/A
195-3461-000,0201,RES PACHINKO 0201 4.7kohm 5% 50mW,0.0018,RK73B1HTTC472J,KOA Speer,P8E1-7cI-A-2,77,PACHINKO,0201,-55degC..155degC
195-3337-000,0402,RES SERVER 0402 243K 1% 1/16W,0.00112,Multi(4),Multi(4),P8E1-7cI-C-1,70,UNRESTRICTED,0402,-55degC..155degC
075-0289-000,CON_HDR_002X004_TH_ST_M_P025_SHR,HDR THRU DUAL ROW 2X4 MALE VERT 2.54mm PITCH SHROUDED 2302-08-S-02-3.1-HT,0.125,2302-08-S-02-3.1-HT,Singatron,P8E0-A-2,56,CCM,NORM,N/A
115-1847-000,SO14_087X039_T071X028_VIAS,IC AUTOMOTIVE PowerSwitch SO14 BTS5090-2EKA,0,BTS5090-2EKA,Infineon,P8E10,60,AUTOMOTIVE,SO14,-40.15degC..150.05degC
064-0205-000,MULTI_CON_PWR_002X004_TH_RA_P042,CONN THRU HI TEMP REVERSE CPU POWER DUAL ROW 2X4 MALE RA 4.20mm PITCH,0.298,6652208-T0009T-H,Astron,P8E0-A-3,49,CCM,CPU_PCIE_PWR8P,N/A
100-0242-000,IND_SMD_0402,FERRITE BEAD AUTOMOTIVE BEAD_0402 Ferrite 120ohm 25% 0.095ohm 1500mA,0,MPZ1005S121ETD25,TDK,P8E10,999,AUTOMOTIVE,BEAD_0402,-55degC..125degC
092-0160-000,LED_SMD_0603_ST_C,LED 0603 APT1608-NVD17 4.0V 20.0mA White,0.072,APT1608-NVD17,Kingbright,P8E8,56,CCM,0603_B,-40degC..85degC
080-1360-000,CON_HSD_004_TH_RA_M_340X154,AUTOMOTIVE CONN AUTOMOTIVE THRU PCB MOUNT HSD MALE RA 4 POS 2mm BROWN,1.43,D4S24D-400A5-F,Rosenberger,P8E10,42,AUTOMOTIVE,HSD_O,CON_HSD_004_TH_RA_M_340X154
090-0307-000,DIODE_SMD_SOD923,ZENER SOD923 NZ9F6V8ST5G 0.9V 0.25W,0,NZ9F6V8ST5G,ON SEMI,P8E0-A-1,999,UNRESTRICTED,SOD923,-65degC..150degC
