CONCISE NET LIST - 1  
CSI0_D0_N                U28              B11      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI0_D0_P                J501             F29      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI0_D0_P                U28              C11      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI0_D1_N                J501             H26      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI0_D1_N                U28              C12      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI0_D1_P                J501             H27      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI0_D1_P                U28              B12      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI1_CLK_N               J501             D27      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI1_CLK_N               U28              F12      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI1_CLK_P               J501             D28      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI1_CLK_P               U28              G12      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI1_D0_N                J501             C28      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI1_D0_N                U28              H12      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI1_D0_P                J501             C29      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI1_D0_P                U28              J12      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI1_D1_N                J501             E26      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI1_D1_N                U28              E12      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI1_D1_P                J501             E27      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI1_D1_P                U28              D12      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI2_CLK_N               J501             G24      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI2_CLK_N               U28              A15      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI2_CLK_P               J501             G25      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI2_CLK_P               U28              A14      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI2_D0_N                J501             F25      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI2_D0_N                U28              B14      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI2_D0_P                J501             F26      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI2_D0_P                U28              C14      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI2_D1_N                J501             H23      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI2_D1_N                U28              C15      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI2_D1_P                J501             H24      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI2_D1_P                U28              B15      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI3_CLK_N               J501             D24      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI3_CLK_N               U28              F14      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI3_CLK_P               J501             D25      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI3_CLK_P               U28              G14      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI3_D0_N                J501             C25      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI3_D0_N                U28              H14      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI3_D0_P                J501             C26      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI3_D0_P                U28              J14      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI3_D1_N                J501             E23      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI3_D1_N                U28              E14      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI3_D1_P                J501             E24      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI3_D1_P                U28              D14      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI4_CLK_N               J501             G21      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI4_CLK_N               U28              F15      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI4_CLK_P               J501             G22      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI4_CLK_P               U28              G15      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI4_D0_N                J501             F22      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI4_D0_N                U28              H15      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI4_D0_P                J501             F23      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI4_D0_P                U28              J15      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI4_D1_N                J501             H20      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI4_D1_N                U28              E15      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI4_D1_P                J501             H21      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI4_D1_P                U28              D15      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI5_CLK_N               J501             D21      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI5_CLK_N               U28              A18      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI5_CLK_P               J501             D22      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI5_CLK_P               U28              A17      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI5_D0_N                J501             C22      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI5_D0_N                U28              B17      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI5_D0_P                J501             C23      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI5_D0_P                U28              C17      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI5_D1_N                J501             E20      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI5_D1_N                U28              C18      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CSI5_D1_P                J501             E21      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CSI5_D1_P                U28              B18      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CVMUART3_CTS_AP_L        J501             G9       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CVMUART3_CTS_AP_L        VS34             2        VIRTUAL_SHORT_SHUNT-VIRTUAL_SHORT
CVMUART3_RTS_AP_L        J501             G10      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CVMUART3_RTS_AP_L        VS35             2        VIRTUAL_SHORT_SHUNT-VIRTUAL_SHORT
CVMUART3_RX_AP           J501             H9       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CVMUART3_RX_AP           VS36             2        VIRTUAL_SHORT_SHUNT-VIRTUAL_SHORT
CVMUART3_TX_AP           J501             H10      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
CVMUART3_TX_AP           VS37             2        VIRTUAL_SHORT_SHUNT-VIRTUAL_SHORT
CVM_UPHY1_MUX_SEL        Q36              2        Q_FET_N_ENH_DFN1006-2N7002BKM,60V,1600MOHM@10V / 2000MOHM@4.5V / [ ]@2.5V,0.22A,1.2A,20V,0.715W,[ ]@10V / 0.6NC@4.5V / [ ]@2.5B
CVM_UPHY1_MUX_SEL        U28              AU39     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
CVM_UPHY1_MUX_SEL_3V3    Q36              3        Q_FET_N_ENH_DFN1006-2N7002BKM,60V,1600MOHM@10V / 2000MOHM@4.5V / [ ]@2.5V,0.22A,1.2A,20V,0.715W,[ ]@10V / 0.6NC@4.5V / [ ]@2.5B
CVM_UPHY1_MUX_SEL_3V3    R149             2        R_0402-10K,5 %,62.5MW,195-2713-000-10K,195-2713-000
CVM_UPHY1_MUX_SEL_3V3    U510             9        U_MUX_PCIE_QFN20-TC7PCI3212MT,OTHER,115-2082-000-115-2082-000
DAP1_DIN                 J501             G1       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
DAP1_DIN                 U28              AU21     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DAP1_DOUT                J501             H2       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
DAP1_DOUT                U28              AV21     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DAP1_FS                  J501             H1       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
DAP1_FS                  U28              AT21     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DAP1_SCLK                C128             1        C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF
DAP1_SCLK                J501             G2       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
DAP1_SCLK                LB13             2        L_BEAD_0402-75OHM,FERRITE,25%,[ ],0.25A,1OHM,[ ],N/A,N/A,100-0189-000-100-0189-000,75OHM
DAP1_SCLK_L              LB13             1        L_BEAD_0402-75OHM,FERRITE,25%,[ ],0.25A,1OHM,[ ],N/A,N/A,100-0189-000-100-0189-000,75OHM
DAP1_SCLK_L              U28              AR22     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DAP2_DIN_AP              J501             C14      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
DAP2_DIN_AP              U28              E33      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DAP2_DOUT_AP             J501             D14      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
DAP2_DOUT_AP             U28              A35      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DAP2_FS_AP               J501             D13      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
DAP2_FS_AP               U28              B35      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DAP2_SCLK_AP             J501             C15      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
DAP2_SCLK_AP             U28              A36      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DAP3_DIN_AP              J501             G6       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
DAP3_DIN_AP              U28              AY23     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DAP3_DOUT_AP             J501             H6       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
DAP3_DOUT_AP             U28              AU23     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DAP3_LRCLK_AP            J501             H5       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
DAP3_LRCLK_AP            U28              AW23     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DAP3_SCLK_AP             C124             1        C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF
DAP3_SCLK_AP             J501             G5       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
DAP3_SCLK_AP             LB9              2        L_BEAD_0402-75OHM,FERRITE,25%,[ ],0.25A,1OHM,[ ],N/A,N/A,100-0189-000-100-0189-000,75OHM
DAP3_SCLK_AP_L           LB9              1        L_BEAD_0402-75OHM,FERRITE,25%,[ ],0.25A,1OHM,[ ],N/A,N/A,100-0189-000-100-0189-000,75OHM
DAP3_SCLK_AP_L           U28              AV23     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DAP4_DIN                 J501             E5       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
DAP4_DIN                 U28              AR23     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DAP4_DOUT                J501             F6       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
DAP4_DOUT                U28              AM24     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DAP4_FS                  J501             F5       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
DAP4_FS                  U28              AT23     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DAP4_SCLK                C125             1        C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF
DAP4_SCLK                J501             E6       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
DAP4_SCLK                LB10             2        L_BEAD_0402-120OHM,FERRITE,25%,[ ],1.2A,0.09OHM,[ ],N/A,N/A,100-0063-000-100-0063-000,120OHM
DAP4_SCLK_L              LB10             1        L_BEAD_0402-120OHM,FERRITE,25%,[ ],1.2A,0.09OHM,[ ],N/A,N/A,100-0063-000-100-0063-000,120OHM
DAP4_SCLK_L              U28              AN24     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0A_CA<0>            M6               H2       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0A_CA<0>            U28              AH6      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0A_CA<1>            M6               J2       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0A_CA<1>            U28              AJ4      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0A_CA<2>            M6               H9       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0A_CA<2>            U28              AJ7      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0A_CA<3>            M6               H10      U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0A_CA<3>            U28              AG7      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0A_CA<4>            M6               H11      U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0A_CA<4>            U28              AG8      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0A_CA<5>            M6               J11      U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0A_CA<5>            U28              AG9      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0A_CKE0             M6               J4       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0A_CKE0             U28              AM4      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0A_CKE1             M6               J5       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0A_CKE1             U28              AK7      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0A_CLK_N            M6               J9       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0A_CLK_N            U28              AJ3      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0A_CLK_P            M6               J8       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0A_CLK_P            U28              AJ2      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0A_CS0              M6               H4       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0A_CS0              U28              AJ8      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0A_CS1              M6               H3       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0A_CS1              U28              AJ5      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0A_ODT              M6               G2       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0A_ODT              U28              AJ6      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0B_CA<0>            M6               R2       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0B_CA<0>            U28              AF6      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0B_CA<1>            M6               P2       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0B_CA<1>            U28              AG1      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0B_CA<2>            M6               R9       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0B_CA<2>            U28              AF8      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0B_CA<3>            M6               R10      U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0B_CA<3>            U28              AF9      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0B_CA<4>            M6               R11      U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0B_CA<4>            U28              AG4      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0B_CA<5>            M6               P11      U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0B_CA<5>            U28              AG5      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0B_CKE0             M6               P4       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0B_CKE0             U28              AD8      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0B_CKE1             M6               P5       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0B_CKE1             U28              AD9      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0B_CLK_N            M6               P9       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0B_CLK_N            U28              AF5      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0B_CLK_P            M6               P8       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0B_CLK_P            U28              AF4      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0B_CS0              M6               R4       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0B_CS0              U28              AG2      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
DDR0_0B_CS1              M6               R3       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
DDR0_0B_CS1              U28              AF7      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
